,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_community_area,dropoff_community_area,fare,tip,additional_charges,shared_trip_authorized,trips_pooled,pickup_centroid_location,dropoff_centroid_location,date
1365694,2019-09-06 22:00:00,2019-09-06T22:15:00.000,1016,7.286455,28,3,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6428084655, 41.8853000224]}","{'type': 'Point', 'coordinates': [-87.6453787624, 41.962178629]}",2019-09-06
1201722,2019-09-06 11:00:00,2019-09-06T11:15:00.000,417,1.035324,8,8,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6378442095, 41.8932163595]}","{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}",2019-09-06
1176531,2019-09-06 08:45:00,2019-09-06T09:00:00.000,1221,3.17612341456,8,28,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6129454143, 41.8919715078]}","{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}",2019-09-06
1245404,2019-09-06 15:00:00,2019-09-06T15:15:00.000,704,1.811367,28,8,7.5,0,3.11,False,1,"{'type': 'Point', 'coordinates': [-87.6428084655, 41.8853000224]}","{'type': 'Point', 'coordinates': [-87.6262105324, 41.8991556134]}",2019-09-06
1239430,2019-09-06 14:30:00,2019-09-06T14:45:00.000,970,4.3002884032,24,6,10,3,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6536139825, 41.8983058696]}","{'type': 'Point', 'coordinates': [-87.640698076, 41.9431550855]}",2019-09-06
1284614,2019-09-06 17:45:00,2019-09-06T18:15:00.000,1050,3.559393,15,21,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.7633990316, 41.9540276487]}","{'type': 'Point', 'coordinates': [-87.7112105933, 41.9386661962]}",2019-09-06
1343650,2019-09-06 20:45:00,2019-09-06T21:15:00.000,992,7.346686,8,39,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6207628651, 41.8983317935]}","{'type': 'Point', 'coordinates': [-87.5874792581, 41.8059116993]}",2019-09-06
1138766,2019-09-06 04:15:00,2019-09-06T04:45:00.000,1170,17.743454,8,76,22.5,0,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}","{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}",2019-09-06
1226579,2019-09-06 13:15:00,2019-09-06T13:30:00.000,814,1.420585,28,8,2.5,0,2.55,False,2,"{'type': 'Point', 'coordinates': [-87.642648998, 41.8792550844]}","{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}",2019-09-06
1178244,2019-09-06 09:00:00,2019-09-06T09:15:00.000,1047,2.567023,24,32,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6649539167, 41.8997373884]}","{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",2019-09-06
1376766,2019-09-06 22:30:00,2019-09-06T22:30:00.000,246,0.76373619184,28,28,2.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6428084655, 41.8853000224]}","{'type': 'Point', 'coordinates': [-87.657005027, 41.8790669938]}",2019-09-06
1245152,2019-09-06 15:00:00,2019-09-06T15:30:00.000,1525,6.192215,32,6,15,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}","{'type': 'Point', 'coordinates': [-87.6467820813, 41.938232293]}",2019-09-06
1171331,2019-09-06 08:30:00,2019-09-06T08:45:00.000,589,2.274058,71,70,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6563059862, 41.7442051463]}","{'type': 'Point', 'coordinates': [-87.7083657043, 41.7457577128]}",2019-09-06
1207784,2019-09-06 11:45:00,2019-09-06T12:00:00.000,1252,4.95838167184,30,28,20,0,2.85,False,1,"{'type': 'Point', 'coordinates': [-87.714003807, 41.8390869059]}","{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}",2019-09-06
1166398,2019-09-06 08:15:00,2019-09-06T08:45:00.000,1402,3.85534526784,24,8,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6941973701, 41.9005603836]}","{'type': 'Point', 'coordinates': [-87.6378442095, 41.8932163595]}",2019-09-06
1274076,2019-09-06 17:00:00,2019-09-06T17:00:00.000,219,0.72334330944,2,2,5,0,0,True,1,"{'type': 'Point', 'coordinates': [-87.6950125892, 42.001571027]}","{'type': 'Point', 'coordinates': [-87.6950125892, 42.001571027]}",2019-09-06
1247409,2019-09-06 15:15:00,2019-09-06T15:30:00.000,703,1.662095,15,15,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.7633990316, 41.9540276487]}","{'type': 'Point', 'coordinates': [-87.7633990316, 41.9540276487]}",2019-09-06
1209675,2019-09-06 11:45:00,2019-09-06T11:45:00.000,245,1.190826,1,77,5,3,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6701668569, 42.0096228806]}","{'type': 'Point', 'coordinates': [-87.6634164054, 41.9867117999]}",2019-09-06
1226146,2019-09-06 13:15:00,2019-09-06T13:30:00.000,720,2.48853,67,68,5,0,0.72,True,1,"{'type': 'Point', 'coordinates': [-87.6665962653, 41.7759288274]}","{'type': 'Point', 'coordinates': [-87.6424975271, 41.7771962546]}",2019-09-06
1170931,2019-09-06 08:30:00,2019-09-06T08:45:00.000,577,2.367475,28,28,5,0,2.55,True,1,"{'type': 'Point', 'coordinates': [-87.6540926517, 41.8716894745]}","{'type': 'Point', 'coordinates': [-87.671873941, 41.8860057857]}",2019-09-06
1231941,2019-09-06 13:45:00,2019-09-06T14:00:00.000,538,3.25877346624,6,77,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}","{'type': 'Point', 'coordinates': [-87.6634164054, 41.9867117999]}",2019-09-06
1173105,2019-09-06 08:30:00,2019-09-06T09:00:00.000,1425,2.618804,24,8,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6598643178, 41.8925368719]}","{'type': 'Point', 'coordinates': [-87.6188683546, 41.8909220259]}",2019-09-06
1187818,2019-09-06 09:45:00,2019-09-06T10:00:00.000,1139,4.77625,14,77,10,0,0.72,False,1,"{'type': 'Point', 'coordinates': [-87.7215590627, 41.968069]}","{'type': 'Point', 'coordinates': [-87.6634164054, 41.9867117999]}",2019-09-06
1313709,2019-09-06 19:00:00,2019-09-06T19:15:00.000,1016,2.932529,31,32,2.5,0,2.55,True,4,"{'type': 'Point', 'coordinates': [-87.6595642391, 41.8563332167]}","{'type': 'Point', 'coordinates': [-87.6219716519, 41.8774061234]}",2019-09-06
1326081,2019-09-06 19:45:00,2019-09-06T20:00:00.000,899,8.05434075056,41,31,15,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.5823657023, 41.7971534246]}","{'type': 'Point', 'coordinates': [-87.6547394924, 41.8552500875]}",2019-09-06
1211269,2019-09-06 12:00:00,2019-09-06T12:00:00.000,283,1.0129292048,8,32,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6197106717, 41.8950334495]}","{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}",2019-09-06
1173849,2019-09-06 08:45:00,2019-09-06T09:00:00.000,1283,5.348614,38,28,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6139994504, 41.808511513]}","{'type': 'Point', 'coordinates': [-87.6429586652, 41.8679024175]}",2019-09-06
1222090,2019-09-06 13:00:00,2019-09-06T13:30:00.000,1142,4.290202,33,8,17.5,5,7.85,False,1,"{'type': 'Point', 'coordinates': [-87.6241352979, 41.8492467545]}","{'type': 'Point', 'coordinates': [-87.6197106717, 41.8950334495]}",2019-09-06
1248704,2019-09-06 15:15:00,2019-09-06T15:30:00.000,1344,4.631842,23,6,5,1,2.55,True,2,"{'type': 'Point', 'coordinates': [-87.7209182385, 41.9000696026]}","{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}",2019-09-06
1283261,2019-09-06 17:30:00,2019-09-06T18:00:00.000,1917,13.06119388128,56,32,20,0,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.7509342894, 41.785998518]}","{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}",2019-09-06
1330726,2019-09-06 20:00:00,2019-09-06T20:15:00.000,818,4.233472,22,24,10,1,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.7123276017, 41.9255672296]}","{'type': 'Point', 'coordinates': [-87.6696239301, 41.8924331563]}",2019-09-06
1358394,2019-09-06 21:30:00,2019-09-06T21:45:00.000,1147,7.105977,8,14,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6384040116, 41.9015669095]}","{'type': 'Point', 'coordinates': [-87.7134353285, 41.9702449819]}",2019-09-06
1149931,2019-09-06 06:45:00,2019-09-06T07:00:00.000,593,4.21453120672,8,6,10,0,2.75,False,1,"{'type': 'Point', 'coordinates': [-87.6188683546, 41.8909220259]}","{'type': 'Point', 'coordinates': [-87.6467820813, 41.938232293]}",2019-09-06
1355491,2019-09-06 21:30:00,2019-09-06T21:45:00.000,1174,7.855746,3,24,12.5,3,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6573411073, 41.9727095466]}","{'type': 'Point', 'coordinates': [-87.6709450752, 41.9083786693]}",2019-09-06
1182320,2019-09-06 09:15:00,2019-09-06T10:15:00.000,3427,20.07899112656,76,8,27.5,3,0,True,3,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}","{'type': 'Point', 'coordinates': [-87.6129454143, 41.8919715078]}",2019-09-06
1277773,2019-09-06 17:15:00,2019-09-06T18:00:00.000,2088,5.38965337008,16,24,12.5,5,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.7128142315, 41.9502120955]}","{'type': 'Point', 'coordinates': [-87.6525344838, 41.8926581076]}",2019-09-06
1368865,2019-09-06 22:15:00,2019-09-06T22:30:00.000,491,1.60427,8,8,5,3,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6188683546, 41.8909220259]}","{'type': 'Point', 'coordinates': [-87.6291051864, 41.9002212967]}",2019-09-06
1363172,2019-09-06 21:45:00,2019-09-06T22:00:00.000,789,3.855851,7,28,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6738072384, 41.9292725315]}","{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}",2019-09-06
1278075,2019-09-06 17:15:00,2019-09-06T17:30:00.000,418,1.32240082688,24,8,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6525344838, 41.8926581076]}","{'type': 'Point', 'coordinates': [-87.6378442095, 41.8932163595]}",2019-09-06
1224624,2019-09-06 13:15:00,2019-09-06T13:15:00.000,377,1.561119,77,1,2.5,0,2.55,True,2,"{'type': 'Point', 'coordinates': [-87.6537935286, 41.9854724225]}","{'type': 'Point', 'coordinates': [-87.6676836101, 42.0062788614]}",2019-09-06
1166537,2019-09-06 08:15:00,2019-09-06T08:45:00.000,1421,5.874408,24,32,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6836429218, 41.9119723006]}","{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",2019-09-06
1261193,2019-09-06 16:15:00,2019-09-06T16:30:00.000,643,2.814945,60,28,5,0,2.55,True,1,"{'type': 'Point', 'coordinates': [-87.6487879519, 41.8361501547]}","{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}",2019-09-06
1136441,2019-09-06 03:15:00,2019-09-06T03:15:00.000,499,2.763219,28,24,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6428084655, 41.8853000224]}","{'type': 'Point', 'coordinates': [-87.6709450752, 41.9083786693]}",2019-09-06
1142894,2019-09-06 05:45:00,2019-09-06T06:00:00.000,1242,14.88198073408,24,76,40,0,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.6836429218, 41.9119723006]}","{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}",2019-09-06
1220663,2019-09-06 12:45:00,2019-09-06T13:15:00.000,1405,12.741133,56,39,17.5,0,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.7509342894, 41.785998518]}","{'type': 'Point', 'coordinates': [-87.5874792581, 41.8059116993]}",2019-09-06
1199938,2019-09-06 10:45:00,2019-09-06T11:15:00.000,1664,10.006037,17,28,17.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.7815190801, 41.9493532323]}","{'type': 'Point', 'coordinates': [-87.642648998, 41.8792550844]}",2019-09-06
1289440,2019-09-06 18:00:00,2019-09-06T18:15:00.000,1030,3.780233,8,33,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6261455896, 41.9027880476]}","{'type': 'Point', 'coordinates': [-87.6173580061, 41.859349715]}",2019-09-06
1351195,2019-09-06 21:15:00,2019-09-06T21:30:00.000,384,1.628653,7,7,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6317173661, 41.9146162864]}","{'type': 'Point', 'coordinates': [-87.6462934762, 41.9290776551]}",2019-09-06
1249706,2019-09-06 15:15:00,2019-09-06T15:45:00.000,1625,5.077037,28,22,10,0,2.55,True,2,"{'type': 'Point', 'coordinates': [-87.6750856208, 41.8704150003]}","{'type': 'Point', 'coordinates': [-87.7044795753, 41.9156132381]}",2019-09-06
1383587,2019-09-06 23:00:00,2019-09-06T23:15:00.000,1224,8.733972,1,8,15,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.659122427, 42.004764559]}","{'type': 'Point', 'coordinates': [-87.6499072264, 41.9049353016]}",2019-09-06
1387244,2019-09-06 23:15:00,2019-09-06T23:15:00.000,308,1.093513,24,22,7.5,0,2.85,False,1,"{'type': 'Point', 'coordinates': [-87.6536139825, 41.8983058696]}","{'type': 'Point', 'coordinates': [-87.671445766, 41.9192250505]}",2019-09-06
1320683,2019-09-06 19:30:00,2019-09-06T20:00:00.000,1217,4.89973,6,24,12.5,1,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6564115308, 41.9362371791]}","{'type': 'Point', 'coordinates': [-87.7018845586, 41.9047120004]}",2019-09-06
1221172,2019-09-06 12:45:00,2019-09-06T13:00:00.000,706,4.59916,31,33,7.5,0,2.55,True,1,"{'type': 'Point', 'coordinates': [-87.667569312, 41.8502663663]}","{'type': 'Point', 'coordinates': [-87.6203346241, 41.8571838585]}",2019-09-06
1234995,2019-09-06 14:00:00,2019-09-06T14:00:00.000,230,1.15461500768,68,68,7.5,0,0,True,1,"{'type': 'Point', 'coordinates': [-87.6424975271, 41.7771962546]}","{'type': 'Point', 'coordinates': [-87.6424975271, 41.7771962546]}",2019-09-06
1121105,2019-09-06 00:00:00,2019-09-06T00:30:00.000,1498,18.095666,76,8,47.5,0,15.1,False,2,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}","{'type': 'Point', 'coordinates': [-87.6262105324, 41.8991556134]}",2019-09-06
1127322,2019-09-06 00:45:00,2019-09-06T01:00:00.000,582,1.763013,8,8,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}","{'type': 'Point', 'coordinates': [-87.6308650266, 41.9058577688]}",2019-09-06
1266472,2019-09-06 16:30:00,2019-09-06T17:15:00.000,3323,9.094861,77,20,15,0,2.55,True,2,"{'type': 'Point', 'coordinates': [-87.6634164054, 41.9867117999]}","{'type': 'Point', 'coordinates': [-87.7347397536, 41.9243470769]}",2019-09-06
1159068,2019-09-06 07:45:00,2019-09-06T07:45:00.000,286,0.860368,77,3,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6634164054, 41.9867117999]}","{'type': 'Point', 'coordinates': [-87.6558787862, 41.96581197]}",2019-09-06
1384448,2019-09-06 23:00:00,2019-09-06T23:15:00.000,795,3.505019,24,8,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6753116216, 41.906025969]}","{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}",2019-09-06
1207859,2019-09-06 11:45:00,2019-09-06T11:45:00.000,576,2.174422,4,5,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6875155152, 41.9751709433]}","{'type': 'Point', 'coordinates': [-87.6838349425, 41.9477915865]}",2019-09-06
1253434,2019-09-06 15:30:00,2019-09-06T16:15:00.000,2339,7.14270446624,6,6,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}","{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}",2019-09-06
1332657,2019-09-06 20:00:00,2019-09-06T20:15:00.000,808,4.47366708304,24,22,10,1,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6649539167, 41.8997373884]}","{'type': 'Point', 'coordinates': [-87.7119742544, 41.9293297134]}",2019-09-06
1210121,2019-09-06 11:45:00,2019-09-06T12:00:00.000,632,1.360335,8,8,5,3,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6266589003, 41.9075200747]}","{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}",2019-09-06
1123873,2019-09-06 00:15:00,2019-09-06T00:30:00.000,837,3.50055,4,1,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6875155152, 41.9751709433]}","{'type': 'Point', 'coordinates': [-87.6701668569, 42.0096228806]}",2019-09-06
1171357,2019-09-06 08:30:00,2019-09-06T08:45:00.000,1288,3.474599,24,6,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6753116216, 41.906025969]}","{'type': 'Point', 'coordinates': [-87.6467820813, 41.938232293]}",2019-09-06
1284296,2019-09-06 17:30:00,2019-09-06T17:45:00.000,1074,3.702316,69,46,10,5,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6200146997, 41.7619610796]}","{'type': 'Point', 'coordinates': [-87.5573895394, 41.7470857284]}",2019-09-06
1189756,2019-09-06 09:45:00,2019-09-06T09:45:00.000,360,1.51414,28,24,5,0,0.72,True,2,"{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}","{'type': 'Point', 'coordinates': [-87.6696239301, 41.8924331563]}",2019-09-06
1124911,2019-09-06 00:30:00,2019-09-06T00:45:00.000,553,2.114525,22,24,2.5,0,2.55,True,2,"{'type': 'Point', 'coordinates': [-87.6991553432, 41.9227606205]}","{'type': 'Point', 'coordinates': [-87.6763559892, 41.9012069941]}",2019-09-06
1207107,2019-09-06 11:30:00,2019-09-06T11:30:00.000,849,3.85531,24,8,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6701891476, 41.9124318691]}","{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",2019-09-06
1340990,2019-09-06 20:30:00,2019-09-06T20:45:00.000,1247,7.810134,40,28,15,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6109393487, 41.7921360843]}","{'type': 'Point', 'coordinates': [-87.642648998, 41.8792550844]}",2019-09-06
1367997,2019-09-06 22:00:00,2019-09-06T22:15:00.000,618,0.652500408,8,8,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}","{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}",2019-09-06
1314054,2019-09-06 19:00:00,2019-09-06T19:15:00.000,1043,3.270696,24,8,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6893191901, 41.8994457693]}","{'type': 'Point', 'coordinates': [-87.6499072264, 41.9049353016]}",2019-09-06
1206705,2019-09-06 11:30:00,2019-09-06T11:45:00.000,495,0.802096,8,8,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6262105324, 41.8991556134]}","{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}",2019-09-06
1282850,2019-09-06 17:30:00,2019-09-06T18:00:00.000,1922,11.887918,28,41,12.5,0,2.55,True,2,"{'type': 'Point', 'coordinates': [-87.642648998, 41.8792550844]}","{'type': 'Point', 'coordinates': [-87.6012851221, 41.7904693995]}",2019-09-06
1254241,2019-09-06 15:45:00,2019-09-06T15:45:00.000,415,0.974456,8,8,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6129454143, 41.8919715078]}","{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",2019-09-06
1315798,2019-09-06 19:15:00,2019-09-06T19:15:00.000,466,1.232832,8,8,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}","{'type': 'Point', 'coordinates': [-87.6308650266, 41.9058577688]}",2019-09-06
1237068,2019-09-06 14:15:00,2019-09-06T14:45:00.000,1400,5.643439,56,66,5,0,2.55,True,2,"{'type': 'Point', 'coordinates': [-87.7696154528, 41.7925923603]}","{'type': 'Point', 'coordinates': [-87.695666342, 41.7718485152]}",2019-09-06
1208205,2019-09-06 11:45:00,2019-09-06T12:30:00.000,3234,20.608524,4,56,32.5,0,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.6788459662, 41.9725625375]}","{'type': 'Point', 'coordinates': [-87.7509342894, 41.785998518]}",2019-09-06
1211947,2019-09-06 12:00:00,2019-09-06T12:15:00.000,387,1.134107852,40,69,7.5,0,0,True,1,"{'type': 'Point', 'coordinates': [-87.6179313803, 41.7923572233]}","{'type': 'Point', 'coordinates': [-87.6161341112, 41.7632467988]}",2019-09-06
1347982,2019-09-06 21:00:00,2019-09-06T21:00:00.000,446,0.804835,32,8,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}","{'type': 'Point', 'coordinates': [-87.6378442095, 41.8932163595]}",2019-09-06
1253400,2019-09-06 15:30:00,2019-09-06T16:45:00.000,4640,27.923295,76,8,45,9,8.3,False,1,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}","{'type': 'Point', 'coordinates': [-87.6188683546, 41.8909220259]}",2019-09-06
1378230,2019-09-06 22:45:00,2019-09-06T23:15:00.000,2007,7.90209065536,8,58,15,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6288741572, 41.8920726347]}","{'type': 'Point', 'coordinates': [-87.686845262, 41.8174924901]}",2019-09-06
1198622,2019-09-06 10:45:00,2019-09-06T11:00:00.000,1053,7.187841,41,32,12.5,1,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6012851221, 41.7904693995]}","{'type': 'Point', 'coordinates': [-87.6314065252, 41.8710158803]}",2019-09-06
1184589,2019-09-06 09:30:00,2019-09-06T09:45:00.000,714,3.250239,66,66,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.695666342, 41.7718485152]}","{'type': 'Point', 'coordinates': [-87.695666342, 41.7718485152]}",2019-09-06
1362338,2019-09-06 21:45:00,2019-09-06T22:00:00.000,411,1.29319366576,24,24,7.5,0,0,True,1,"{'type': 'Point', 'coordinates': [-87.6846859492, 41.9067077917]}","{'type': 'Point', 'coordinates': [-87.6709450752, 41.9083786693]}",2019-09-06
1278084,2019-09-06 17:15:00,2019-09-06T17:30:00.000,1151,3.2065734336,77,3,10,3,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.672538401, 41.9943810196]}","{'type': 'Point', 'coordinates': [-87.6530217894, 41.9581548757]}",2019-09-06
1244124,2019-09-06 14:45:00,2019-09-06T15:00:00.000,652,1.685686,32,28,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}","{'type': 'Point', 'coordinates': [-87.6428084655, 41.8853000224]}",2019-09-06
1288502,2019-09-06 17:45:00,2019-09-06T18:30:00.000,2903,19.29199,8,76,30,5,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.6188683546, 41.8909220259]}","{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}",2019-09-06
1320409,2019-09-06 19:30:00,2019-09-06T19:45:00.000,970,3.215894868,32,24,7.5,2,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}","{'type': 'Point', 'coordinates': [-87.6753116216, 41.906025969]}",2019-09-06
1215410,2019-09-06 12:15:00,2019-09-06T12:30:00.000,1038,3.939371,3,7,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6603894557, 41.958055933]}","{'type': 'Point', 'coordinates': [-87.6738072384, 41.9292725315]}",2019-09-06
1319567,2019-09-06 19:15:00,2019-09-06T19:45:00.000,1209,4.794101,6,8,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6615450961, 41.9452823311]}","{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}",2019-09-06
1222549,2019-09-06 13:00:00,2019-09-06T13:15:00.000,1506,4.980492,51,48,12.5,2,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.5700582686, 41.6906333472]}","{'type': 'Point', 'coordinates': [-87.5727171342, 41.7296764229]}",2019-09-06
1398266,2019-09-06 23:45:00,2019-09-07T00:00:00.000,660,2.998012,7,8,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6358909539, 41.9292629902]}","{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",2019-09-06
1358107,2019-09-06 21:30:00,2019-09-06T21:45:00.000,1089,7.953919,32,38,12.5,0,2.55,True,1,"{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}","{'type': 'Point', 'coordinates': [-87.6214361442, 41.8076176173]}",2019-09-06
1302587,2019-09-06 18:30:00,2019-09-06T18:45:00.000,1302,3.502879,8,22,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}","{'type': 'Point', 'coordinates': [-87.6750951155, 41.9160052737]}",2019-09-06
1212801,2019-09-06 12:00:00,2019-09-06T12:15:00.000,353,1.377696,62,62,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.7242081939, 41.7929819032]}","{'type': 'Point', 'coordinates': [-87.7242081939, 41.7929819032]}",2019-09-06
1224558,2019-09-06 13:15:00,2019-09-06T13:45:00.000,1720,5.023962,3,24,15,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6603894557, 41.958055933]}","{'type': 'Point', 'coordinates': [-87.6753116216, 41.906025969]}",2019-09-06
1133199,2019-09-06 02:00:00,2019-09-06T02:15:00.000,590,6.48896120032,21,8,10,2,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.7123574755, 41.9336759885]}","{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",2019-09-06
1175900,2019-09-06 08:45:00,2019-09-06T09:15:00.000,1873,6.214967,38,32,5,0,2.55,True,3,"{'type': 'Point', 'coordinates': [-87.6116848803, 41.8140038222]}","{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",2019-09-06
1272449,2019-09-06 17:00:00,2019-09-06T17:00:00.000,501,1.535545,7,6,2.5,0,2.55,True,3,"{'type': 'Point', 'coordinates': [-87.6561568309, 41.9289672664]}","{'type': 'Point', 'coordinates': [-87.6542980837, 41.9462945357]}",2019-09-06
1150889,2019-09-06 07:00:00,2019-09-06T07:00:00.000,479,1.44979376368,14,4,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.7027334697, 41.9645069548]}","{'type': 'Point', 'coordinates': [-87.6940010612, 41.9725808001]}",2019-09-06
1356299,2019-09-06 21:30:00,2019-09-06T21:45:00.000,705,2.249523,8,28,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6288741572, 41.8920726347]}","{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}",2019-09-06
1240604,2019-09-06 14:30:00,2019-09-06T14:45:00.000,708,4.5706100008,35,28,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6251541272, 41.8349623252]}","{'type': 'Point', 'coordinates': [-87.642648998, 41.8792550844]}",2019-09-06
