,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_community_area,dropoff_community_area,fare,tip,additional_charges,shared_trip_authorized,trips_pooled,pickup_centroid_location,dropoff_centroid_location,date
551802,2019-07-03 16:00:00,2019-07-03T16:30:00.000,1832,5.29519616816,6,8,7.5,5,0,True,2,"{'type': 'Point', 'coordinates': [-87.6467297286, 41.9346591566]}","{'type': 'Point', 'coordinates': [-87.6129454143, 41.8919715078]}",2019-07-03
627608,2019-07-03 21:15:00,2019-07-03T21:45:00.000,1428,11.518137,1,32,17.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6698247721, 42.0212235931]}","{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}",2019-07-03
592919,2019-07-03 18:45:00,2019-07-03T18:45:00.000,729,3.26498775584,8,6,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6288741572, 41.8920726347]}","{'type': 'Point', 'coordinates': [-87.6430228044, 41.9345397158]}",2019-07-03
657288,2019-07-03 23:15:00,2019-07-03T23:30:00.000,479,2.6006801976,6,77,7.5,2,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6666114405, 41.957530922]}","{'type': 'Point', 'coordinates': [-87.672538401, 41.9943810196]}",2019-07-03
513017,2019-07-03 12:45:00,2019-07-03T13:00:00.000,1564,10.9091853928,56,33,15,0,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.7509342894, 41.785998518]}","{'type': 'Point', 'coordinates': [-87.6173580061, 41.859349715]}",2019-07-03
570862,2019-07-03 17:30:00,2019-07-03T18:00:00.000,1304,5.433293,8,5,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}","{'type': 'Point', 'coordinates': [-87.6838349425, 41.9477915865]}",2019-07-03
608560,2019-07-03 19:45:00,2019-07-03T20:00:00.000,1000,5.9470751472,8,22,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6384040116, 41.9015669095]}","{'type': 'Point', 'coordinates': [-87.7218357934, 41.9227117587]}",2019-07-03
569696,2019-07-03 17:15:00,2019-07-03T17:15:00.000,151,0.557706,21,21,2.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.7112105933, 41.9386661962]}","{'type': 'Point', 'coordinates': [-87.7112105933, 41.9386661962]}",2019-07-03
568263,2019-07-03 17:15:00,2019-07-03T17:45:00.000,1732,5.482458,22,6,15,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.724267094, 41.9297590466]}","{'type': 'Point', 'coordinates': [-87.6439653703, 41.949829346]}",2019-07-03
515430,2019-07-03 13:00:00,2019-07-03T13:00:00.000,415,0.979236,6,7,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6467297286, 41.9346591566]}","{'type': 'Point', 'coordinates': [-87.6358909539, 41.9292629902]}",2019-07-03
496977,2019-07-03 11:15:00,2019-07-03T11:30:00.000,774,5.3402,8,21,10,3,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6378442095, 41.8932163595]}","{'type': 'Point', 'coordinates': [-87.701330291, 41.9428725376]}",2019-07-03
510678,2019-07-03 12:45:00,2019-07-03T13:00:00.000,1081,8.173793,8,41,25,10,2.85,False,1,"{'type': 'Point', 'coordinates': [-87.6188683546, 41.8909220259]}","{'type': 'Point', 'coordinates': [-87.5831437169, 41.7905062613]}",2019-07-03
607019,2019-07-03 19:45:00,2019-07-03T20:00:00.000,800,1.95004407648,28,8,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6428084655, 41.8853000224]}","{'type': 'Point', 'coordinates': [-87.6207628651, 41.8983317935]}",2019-07-03
506493,2019-07-03 12:15:00,2019-07-03T13:15:00.000,3457,18.223154,76,8,32.5,0,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}","{'type': 'Point', 'coordinates': [-87.6188683546, 41.8909220259]}",2019-07-03
616394,2019-07-03 20:15:00,2019-07-03T20:30:00.000,1259,7.51680470016,8,25,15,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}","{'type': 'Point', 'coordinates': [-87.7560467111, 41.8906088526]}",2019-07-03
436918,2019-07-03 03:15:00,2019-07-03T03:30:00.000,1263,11.314675,56,32,17.5,0,7.64,False,1,"{'type': 'Point', 'coordinates': [-87.7509342894, 41.785998518]}","{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",2019-07-03
605700,2019-07-03 19:30:00,2019-07-03T19:30:00.000,154,0.571776,8,8,2.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6321092196, 41.9002656868]}","{'type': 'Point', 'coordinates': [-87.6357600901, 41.9074919303]}",2019-07-03
558275,2019-07-03 16:30:00,2019-07-03T16:30:00.000,497,1.429914,66,66,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.695666342, 41.7718485152]}","{'type': 'Point', 'coordinates': [-87.695666342, 41.7718485152]}",2019-07-03
427941,2019-07-03 00:15:00,2019-07-03T00:45:00.000,2042,20.42947706,56,77,22.5,0,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.7696154528, 41.7925923603]}","{'type': 'Point', 'coordinates': [-87.6634164054, 41.9867117999]}",2019-07-03
446979,2019-07-03 06:30:00,2019-07-03T06:45:00.000,503,1.827965,7,22,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6640782395, 41.9218774613]}","{'type': 'Point', 'coordinates': [-87.6945323419, 41.9208017043]}",2019-07-03
478730,2019-07-03 09:30:00,2019-07-03T10:00:00.000,935,3.069709,24,32,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6709450752, 41.9083786693]}","{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",2019-07-03
601535,2019-07-03 19:15:00,2019-07-03T19:30:00.000,496,1.837227,8,7,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6357600901, 41.9074919303]}","{'type': 'Point', 'coordinates': [-87.6462934762, 41.9290776551]}",2019-07-03
635184,2019-07-03 21:45:00,2019-07-03T21:45:00.000,145,0.581282,60,60,2.5,3,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6486268165, 41.8270879119]}","{'type': 'Point', 'coordinates': [-87.638333371, 41.8311571825]}",2019-07-03
589183,2019-07-03 18:30:00,2019-07-03T18:30:00.000,367,1.337911,8,8,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}","{'type': 'Point', 'coordinates': [-87.6197106717, 41.8950334495]}",2019-07-03
534559,2019-07-03 14:45:00,2019-07-03T15:00:00.000,1175,3.55333079328,7,32,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6462934762, 41.9290776551]}","{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",2019-07-03
605925,2019-07-03 19:30:00,2019-07-03T19:45:00.000,448,2.028682,7,6,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6561568309, 41.9289672664]}","{'type': 'Point', 'coordinates': [-87.671332488, 41.9506052324]}",2019-07-03
583394,2019-07-03 18:15:00,2019-07-03T18:30:00.000,713,3.442683,43,41,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.5713420299, 41.7643597021]}","{'type': 'Point', 'coordinates': [-87.5896070309, 41.7979652088]}",2019-07-03
567910,2019-07-03 17:15:00,2019-07-03T17:30:00.000,989,2.054662,28,8,2.5,0,2.55,True,2,"{'type': 'Point', 'coordinates': [-87.642648998, 41.8792550844]}","{'type': 'Point', 'coordinates': [-87.6197106717, 41.8950334495]}",2019-07-03
479303,2019-07-03 09:30:00,2019-07-03T09:45:00.000,845,4.1200740048,30,61,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.702699356, 41.8481796587]}","{'type': 'Point', 'coordinates': [-87.6751020589, 41.8161780153]}",2019-07-03
658772,2019-07-03 23:15:00,2019-07-03T23:15:00.000,393,2.090136,41,38,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.592310855, 41.794090253]}","{'type': 'Point', 'coordinates': [-87.6178596758, 41.8129489392]}",2019-07-03
496494,2019-07-03 11:15:00,2019-07-03T11:45:00.000,1776,16.4740817296,24,76,20,0,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.6747191345, 41.8995897957]}","{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}",2019-07-03
439337,2019-07-03 04:30:00,2019-07-03T05:00:00.000,1302,17.15516786976,28,76,25,5,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}","{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}",2019-07-03
426625,2019-07-03 00:00:00,2019-07-03T00:15:00.000,788,7.572738,28,38,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}","{'type': 'Point', 'coordinates': [-87.6178596758, 41.8129489392]}",2019-07-03
499375,2019-07-03 11:30:00,2019-07-03T11:45:00.000,1482,8.188748,41,32,15,2,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6012851221, 41.7904693995]}","{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}",2019-07-03
624338,2019-07-03 21:00:00,2019-07-03T21:00:00.000,674,2.129303,8,7,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6308650266, 41.9058577688]}","{'type': 'Point', 'coordinates': [-87.6462934762, 41.9290776551]}",2019-07-03
577026,2019-07-03 17:45:00,2019-07-03T18:00:00.000,664,2.69362,38,34,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6178596758, 41.8129489392]}","{'type': 'Point', 'coordinates': [-87.6339734222, 41.8420761168]}",2019-07-03
635499,2019-07-03 21:45:00,2019-07-03T22:15:00.000,1186,5.403426,14,19,10,1,2.55,True,1,"{'type': 'Point', 'coordinates': [-87.7215590627, 41.968069]}","{'type': 'Point', 'coordinates': [-87.7655016086, 41.9272609555]}",2019-07-03
512401,2019-07-03 12:45:00,2019-07-03T13:00:00.000,635,1.108123,28,28,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}","{'type': 'Point', 'coordinates': [-87.642648998, 41.8792550844]}",2019-07-03
493959,2019-07-03 11:00:00,2019-07-03T11:15:00.000,339,3.129301,38,33,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.621499206, 41.8201666062]}","{'type': 'Point', 'coordinates': [-87.6241352979, 41.8492467545]}",2019-07-03
494747,2019-07-03 11:00:00,2019-07-03T11:00:00.000,489,1.00236491248,28,32,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6428084655, 41.8853000224]}","{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",2019-07-03
434579,2019-07-03 02:00:00,2019-07-03T02:00:00.000,360,1.44109375824,21,20,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.7112105933, 41.9386661962]}","{'type': 'Point', 'coordinates': [-87.7347397536, 41.9243470769]}",2019-07-03
626615,2019-07-03 21:00:00,2019-07-03T21:00:00.000,540,3.008794,7,8,0,0,0.72,True,1,"{'type': 'Point', 'coordinates': [-87.6358909539, 41.9292629902]}","{'type': 'Point', 'coordinates': [-87.6291051864, 41.9002212967]}",2019-07-03
543104,2019-07-03 15:30:00,2019-07-03T15:30:00.000,572,1.543108,2,1,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6860768812, 41.9942252345]}","{'type': 'Point', 'coordinates': [-87.6727239593, 42.0090182269]}",2019-07-03
507583,2019-07-03 12:30:00,2019-07-03T13:00:00.000,1105,3.714389,17,20,10,3,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.8060200025, 41.9465114202]}","{'type': 'Point', 'coordinates': [-87.7347397536, 41.9243470769]}",2019-07-03
592095,2019-07-03 18:45:00,2019-07-03T19:15:00.000,1640,7.248407,32,35,10,0,2.55,True,2,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}","{'type': 'Point', 'coordinates': [-87.6220364612, 41.8420111804]}",2019-07-03
457593,2019-07-03 07:45:00,2019-07-03T08:00:00.000,417,1.174319,8,32,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}","{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",2019-07-03
575075,2019-07-03 17:45:00,2019-07-03T18:00:00.000,312,1.23105076976,32,8,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}","{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",2019-07-03
462037,2019-07-03 08:15:00,2019-07-03T08:30:00.000,349,1.60204385888,45,44,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.5917077725, 41.7458424102]}","{'type': 'Point', 'coordinates': [-87.6097621427, 41.7409601584]}",2019-07-03
566524,2019-07-03 17:15:00,2019-07-03T18:15:00.000,3273,15.906393,7,76,30,0,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.6426052473, 41.9268111821]}","{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}",2019-07-03
472927,2019-07-03 09:00:00,2019-07-03T09:15:00.000,688,2.0103226856,28,8,7.5,0,0,True,1,"{'type': 'Point', 'coordinates': [-87.642648998, 41.8792550844]}","{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",2019-07-03
719752,2019-07-04 10:00:00,2019-07-04T10:30:00.000,1232,7.38319747376,23,33,12.5,0,0,True,1,"{'type': 'Point', 'coordinates': [-87.7209182385, 41.9000696026]}","{'type': 'Point', 'coordinates': [-87.6203346241, 41.8571838585]}",2019-07-04
671701,2019-07-04 00:15:00,2019-07-04T00:30:00.000,465,1.592324,5,4,5,1,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6809282247, 41.9450101512]}","{'type': 'Point', 'coordinates': [-87.6840183712, 41.9668340674]}",2019-07-04
686948,2019-07-04 02:00:00,2019-07-04T02:15:00.000,869,5.515459,60,8,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6555162889, 41.8423039419]}","{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",2019-07-04
734133,2019-07-04 11:30:00,2019-07-04T11:45:00.000,555,1.97055123216,8,7,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6266589003, 41.9075200747]}","{'type': 'Point', 'coordinates': [-87.6462934762, 41.9290776551]}",2019-07-04
856162,2019-07-04 19:45:00,2019-07-04T20:00:00.000,824,1.852038,28,32,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.657005027, 41.8790669938]}","{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",2019-07-04
708753,2019-07-04 07:45:00,2019-07-04T08:00:00.000,953,7.75791913664,14,8,17.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.7215590627, 41.968069]}","{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",2019-07-04
774166,2019-07-04 14:30:00,2019-07-04T14:45:00.000,993,4.01609,6,22,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6515625922, 41.9363101308]}","{'type': 'Point', 'coordinates': [-87.6997544065, 41.9211259143]}",2019-07-04
912209,2019-07-04 23:30:00,2019-07-04T23:30:00.000,619,5.96944658976,8,77,17.5,0,0,True,1,"{'type': 'Point', 'coordinates': [-87.6266589003, 41.9075200747]}","{'type': 'Point', 'coordinates': [-87.6573042698, 41.9912345323]}",2019-07-04
779851,2019-07-04 15:00:00,2019-07-04T15:15:00.000,232,0.74509332304,7,7,2.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6358909539, 41.9292629902]}","{'type': 'Point', 'coordinates': [-87.6462934762, 41.9290776551]}",2019-07-04
793557,2019-07-04 15:45:00,2019-07-04T16:00:00.000,964,7.988746,35,24,12.5,0,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.6125639471, 41.8416911186]}","{'type': 'Point', 'coordinates': [-87.6810252307, 41.9067713317]}",2019-07-04
680564,2019-07-04 01:15:00,2019-07-04T01:30:00.000,1583,12.62060074864,25,38,12.5,0,0,True,2,"{'type': 'Point', 'coordinates': [-87.7560467111, 41.8906088526]}","{'type': 'Point', 'coordinates': [-87.6178596758, 41.8129489392]}",2019-07-04
864963,2019-07-04 20:30:00,2019-07-04T20:45:00.000,496,1.21052,8,32,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6188683546, 41.8909220259]}","{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}",2019-07-04
780421,2019-07-04 15:00:00,2019-07-04T15:45:00.000,2311,14.937104,58,3,15,0,2.55,True,3,"{'type': 'Point', 'coordinates': [-87.699310391, 41.8145620008]}","{'type': 'Point', 'coordinates': [-87.6502900743, 41.9729293173]}",2019-07-04
818957,2019-07-04 17:30:00,2019-07-04T17:45:00.000,487,1.991354,24,7,5,0,2.55,True,1,"{'type': 'Point', 'coordinates': [-87.6750627566, 41.9123643542]}","{'type': 'Point', 'coordinates': [-87.6608925701, 41.9289459041]}",2019-07-04
827083,2019-07-04 18:00:00,2019-07-04T18:00:00.000,466,1.777709,33,33,5,0,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.6241352979, 41.8492467545]}","{'type': 'Point', 'coordinates': [-87.6173580061, 41.859349715]}",2019-07-04
735727,2019-07-04 11:30:00,2019-07-04T11:45:00.000,736,2.903944,7,28,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6317173661, 41.9146162864]}","{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}",2019-07-04
700565,2019-07-04 05:15:00,2019-07-04T05:30:00.000,420,1.666598,24,24,0,0,0.72,True,1,"{'type': 'Point', 'coordinates': [-87.6653376596, 41.9066507664]}","{'type': 'Point', 'coordinates': [-87.684490122, 41.8994222543]}",2019-07-04
705534,2019-07-04 06:45:00,2019-07-04T07:00:00.000,246,0.978402,2,1,2.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6950125892, 42.001571027]}","{'type': 'Point', 'coordinates': [-87.6701668569, 42.0096228806]}",2019-07-04
701514,2019-07-04 05:30:00,2019-07-04T06:00:00.000,1450,17.988956,24,76,22.5,0,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.6763559892, 41.9012069941]}","{'type': 'Point', 'coordinates': [-87.913624596, 41.9802643146]}",2019-07-04
801666,2019-07-04 16:30:00,2019-07-04T17:00:00.000,1390,17.822733,76,8,22.5,3,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}","{'type': 'Point', 'coordinates': [-87.6262105324, 41.8991556134]}",2019-07-04
883318,2019-07-04 21:45:00,2019-07-04T22:00:00.000,807,4.1076454256,11,19,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.759857019, 41.970288894]}","{'type': 'Point', 'coordinates': [-87.7804606984, 41.9274148582]}",2019-07-04
915101,2019-07-04 23:45:00,2019-07-05T00:00:00.000,1063,7.917924,8,41,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}","{'type': 'Point', 'coordinates': [-87.5989445134, 41.7979711911]}",2019-07-04
759317,2019-07-04 13:30:00,2019-07-04T13:30:00.000,373,1.324846,8,8,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6261455896, 41.9027880476]}","{'type': 'Point', 'coordinates': [-87.6499072264, 41.9049353016]}",2019-07-04
869593,2019-07-04 20:45:00,2019-07-04T21:00:00.000,988,5.02176742576,24,33,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6698377982, 41.8996701799]}","{'type': 'Point', 'coordinates': [-87.6173580061, 41.859349715]}",2019-07-04
740445,2019-07-04 12:00:00,2019-07-04T12:00:00.000,447,1.395767,8,8,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6378442095, 41.8932163595]}","{'type': 'Point', 'coordinates': [-87.6188683546, 41.8909220259]}",2019-07-04
744980,2019-07-04 12:15:00,2019-07-04T12:45:00.000,1540,5.54749632592,32,35,10,0,0,True,2,"{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}","{'type': 'Point', 'coordinates': [-87.6125639471, 41.8416911186]}",2019-07-04
712826,2019-07-04 08:45:00,2019-07-04T09:00:00.000,796,8.10591935424,33,3,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6173580061, 41.859349715]}","{'type': 'Point', 'coordinates': [-87.6453787624, 41.962178629]}",2019-07-04
792008,2019-07-04 15:45:00,2019-07-04T16:00:00.000,1009,7.19801164368,44,68,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6195429239, 41.7437209115]}","{'type': 'Point', 'coordinates': [-87.6450896352, 41.7836333784]}",2019-07-04
767330,2019-07-04 14:00:00,2019-07-04T14:15:00.000,622,2.006898,7,6,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6341560931, 41.922082541]}","{'type': 'Point', 'coordinates': [-87.6614433685, 41.9416281]}",2019-07-04
700142,2019-07-04 05:15:00,2019-07-04T05:30:00.000,542,5.961148,10,76,10,0,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.8045320063, 41.9850151008]}","{'type': 'Point', 'coordinates': [-87.913624596, 41.9802643146]}",2019-07-04
888399,2019-07-04 22:00:00,2019-07-04T22:15:00.000,757,6.04215377808,32,5,10,0,0,True,2,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}","{'type': 'Point', 'coordinates': [-87.6907750098, 41.9448137543]}",2019-07-04
767916,2019-07-04 14:00:00,2019-07-04T14:15:00.000,450,1.27579365488,8,7,2.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6378442095, 41.8932163595]}","{'type': 'Point', 'coordinates': [-87.6317173661, 41.9146162864]}",2019-07-04
815575,2019-07-04 17:15:00,2019-07-04T17:45:00.000,1208,7.50934755264,22,77,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6945323419, 41.9208017043]}","{'type': 'Point', 'coordinates': [-87.6522740174, 41.9801575735]}",2019-07-04
889511,2019-07-04 22:15:00,2019-07-04T22:30:00.000,228,1.3112151056,28,27,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}","{'type': 'Point', 'coordinates': [-87.7058971305, 41.8789144956]}",2019-07-04
792124,2019-07-04 15:45:00,2019-07-04T15:45:00.000,553,3.965299,8,24,7.5,1,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}","{'type': 'Point', 'coordinates': [-87.6701891476, 41.9124318691]}",2019-07-04
915364,2019-07-04 23:45:00,2019-07-04T23:45:00.000,474,1.580692,8,28,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}","{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}",2019-07-04
896701,2019-07-04 22:45:00,2019-07-04T22:45:00.000,569,2.23341568224,24,28,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6709450752, 41.9083786693]}","{'type': 'Point', 'coordinates': [-87.6428084655, 41.8853000224]}",2019-07-04
821628,2019-07-04 17:45:00,2019-07-04T18:00:00.000,780,2.624886,8,28,5,0,0.72,True,2,"{'type': 'Point', 'coordinates': [-87.6321092196, 41.9002656868]}","{'type': 'Point', 'coordinates': [-87.642648998, 41.8792550844]}",2019-07-04
905355,2019-07-04 23:15:00,2019-07-04T23:45:00.000,1532,6.677297,6,8,15,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6616429039, 41.9490605256]}","{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",2019-07-04
807323,2019-07-04 16:45:00,2019-07-04T17:00:00.000,957,8.94919845296,15,24,15,1,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.7633990316, 41.9540276487]}","{'type': 'Point', 'coordinates': [-87.6763559892, 41.9012069941]}",2019-07-04
704150,2019-07-04 06:30:00,2019-07-04T07:00:00.000,1568,13.71307286032,8,56,17.5,0,7.55,False,1,"{'type': 'Point', 'coordinates': [-87.6188683546, 41.8909220259]}","{'type': 'Point', 'coordinates': [-87.7509342894, 41.785998518]}",2019-07-04
869314,2019-07-04 20:45:00,2019-07-04T21:00:00.000,950,6.152692,5,32,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6760627395, 41.9450692053]}","{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}",2019-07-04
904402,2019-07-04 23:00:00,2019-07-04T23:30:00.000,1776,6.495449,22,77,7.5,0,2.55,True,3,"{'type': 'Point', 'coordinates': [-87.6945323419, 41.9208017043]}","{'type': 'Point', 'coordinates': [-87.6522740174, 41.9801575735]}",2019-07-04
865489,2019-07-04 20:30:00,2019-07-04T21:00:00.000,1363,4.457393,63,64,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6964352325, 41.795430631]}","{'type': 'Point', 'coordinates': [-87.768510849, 41.7795828877]}",2019-07-04
738178,2019-07-04 11:45:00,2019-07-04T12:00:00.000,729,3.602087,3,77,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6530217894, 41.9581548757]}","{'type': 'Point', 'coordinates': [-87.6652247765, 41.9944422482]}",2019-07-04
893293,2019-07-04 22:30:00,2019-07-04T22:45:00.000,1043,3.794416,2,14,10,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6950125892, 42.001571027]}","{'type': 'Point', 'coordinates': [-87.7215590627, 41.968069]}",2019-07-04
860090,2019-07-04 20:00:00,2019-07-04T20:15:00.000,288,1.375162,24,24,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6763559892, 41.9012069941]}","{'type': 'Point', 'coordinates': [-87.6763559892, 41.9012069941]}",2019-07-04
916209,2019-07-04 23:45:00,2019-07-05T00:00:00.000,1358,6.02537519616,6,24,10,0,0,True,3,"{'type': 'Point', 'coordinates': [-87.6517705068, 41.9426918444]}","{'type': 'Point', 'coordinates': [-87.6525344838, 41.8926581076]}",2019-07-04
867529,2019-07-04 20:30:00,2019-07-04T20:45:00.000,538,2.26324427232,7,6,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6559118484, 41.9217014922]}","{'type': 'Point', 'coordinates': [-87.6616429039, 41.9490605256]}",2019-07-04
817319,2019-07-04 17:30:00,2019-07-04T17:45:00.000,578,2.188364,8,7,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6357600901, 41.9074919303]}","{'type': 'Point', 'coordinates': [-87.6513108767, 41.9290469366]}",2019-07-04
695533,2019-07-04 03:30:00,2019-07-04T03:30:00.000,519,2.56857,8,24,7.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6291051864, 41.9002212967]}","{'type': 'Point', 'coordinates': [-87.6753116216, 41.906025969]}",2019-07-04
898202,2019-07-04 22:45:00,2019-07-04T23:00:00.000,428,1.673308,65,65,5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.7299764859, 41.7749312653]}","{'type': 'Point', 'coordinates': [-87.7178554569, 41.782376767]}",2019-07-04
914562,2019-07-04 23:45:00,2019-07-05T00:15:00.000,1278,7.256221,13,7,12.5,0,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.7164304157, 41.9782942489]}","{'type': 'Point', 'coordinates': [-87.6422063127, 41.9305785697]}",2019-07-04
791259,2019-07-04 15:45:00,2019-07-04T16:00:00.000,1154,7.936244,8,41,12.5,3,2.55,False,1,"{'type': 'Point', 'coordinates': [-87.6129454143, 41.8919715078]}","{'type': 'Point', 'coordinates': [-87.6012851221, 41.7904693995]}",2019-07-04
